formatted_date,c_change,adjclose,volume,amplitude,difference,intraday,v_change,MA5_Close,MA10_Close,MA20_Close,MA5_Intra,MA10_Intra,MA20_Intra,MA5_Change,MA10_Change,MA20_Change
2013-12-30 16:00:00,0.02973668420697126,0.8211019802963605,0.5952558277130038,-0.008067111304646261,0.00043142502388361707,1.216682348992304e-05,7.8243022946177465,0.6552290573833915,0.7298287360006639,0.763189469261748,0.0007157405695792151,0.000764069665552003,0.0005852020622970078,0.14361900540092262,0.21655532067831923,0.07054240423685602
2013-12-31 16:00:00,0.27230231040059066,0.8244695547656249,0.6001811307437,-0.005862307087153982,0.00306860217655939,0.000847939145349752,0.5516175064447475,0.6570669324392565,0.733088780333427,0.7644325184138585,0.0008205728413601676,0.0008471855260844708,0.0006200559120207117,0.14916335204807268,0.2677381400493726,0.10078321518758353
2014-01-02 16:00:00,-0.757856766932352,0.8152024543192394,0.7994145688283851,-0.0005744830629338884,-0.006850131933995295,-0.0036193752206785668,22.130367859428233,0.6563019433846478,0.7341131500376743,0.7652988172691387,-0.00017778944194304369,0.0003151357100304675,0.0006011807199772845,-0.06341076482508567,0.08354404515711825,0.0701266452745058
2014-01-03 16:00:00,0.0864323471193851,0.8162607242731439,0.7199220463103044,-0.005516532074288608,-0.00016567139000984088,0.0011933256776509582,-6.629228072453423,0.6554069427308737,0.73526451213639,0.7664087620726577,-0.0003131887148375867,0.0005931637376384135,0.00073839548837068,-0.07387708504108101,0.09394065878703474,0.09046149516639973
2014-01-06 16:00:00,-0.1734475623821837,0.8141425586397291,0.8550123651575033,-0.003200931867982391,-0.00532380791456339,0.0022274496708177827,12.509717270969789,0.6540150583995474,0.7358509732948247,0.7669590779317892,0.00012986785462798522,0.0007207999905904039,0.0005856611008743295,-0.11451393435891202,0.04747354612626743,0.044126709824508684
2014-01-07 16:00:00,0.3697649699337009,0.8186833650878832,0.9112978355135627,0.08974774805452301,-0.09641386715639504,0.08303543894321253,4.388667162389782,0.6528578204639991,0.7364903944002578,0.7676767815959191,0.01656736781420054,0.008726348106424853,0.004687992979947442,-0.09502140245228995,0.051529032514375406,0.057670671777795925
2014-01-08 16:00:00,-0.041468706265932735,0.8181744355577466,0.9477289889634806,-0.005583065379025281,-0.0005633957783854133,-4.76867784117152e-05,2.6651479556726234,0.6534522167117005,0.7367798200074025,0.768494250621395,0.01728170550265391,0.008689201649939183,0.004735662755058612,0.04825620968099391,0.02292410417129809,0.0660078064564015
2014-01-09 16:00:00,0.031184709379124393,0.8185573326456772,0.9293071100304393,-0.0032177076609573216,-0.0011636480180257712,0.0013349641482667263,-1.2958612393464253,0.6539115383862072,0.7367328133127418,0.76981922860249,0.017310033196777062,0.008685454445182105,0.004788028134445649,0.03720668213294177,-0.004458806634133441,0.10867213281270864
2014-01-10 16:00:00,0.291769228299295,0.8221555279044575,0.865615520154039,-0.004785560640687366,0.0028180701834851114,0.0012914432461783587,-4.569109550470287,0.6555141322391529,0.7368747933489861,0.7714901145432072,0.017122831911849178,0.008627566565587575,0.004908081896599853,0.13025004026923753,0.010841721375859883,0.13729129786328928
2014-01-13 16:00:00,-0.7473856356643687,0.8130407037564867,0.9319540062850811,0.0028728194544511676,-0.01127519340034948,0.0001551384343184692,5.10915717093712,0.6543855999728737,0.736068665694999,0.7726844112810185,0.0005467718100703678,0.008641863726670428,0.004878346561169316,-0.0931800808503764,-0.06687051061127411,0.09816080722502933
2014-01-14 16:00:00,0.5603081921657723,0.8199319223531775,0.8701723337061478,-0.0016374742086977295,0.005904757746855244,0.002090410202675974,-4.419507984462667,0.6547370973319598,0.7356149024537542,0.7739452969654903,0.0009743912062879056,0.008766110832403052,0.004807487206245015,0.027175298835964617,-0.038069922434755946,0.10285781464181118
2014-01-15 16:00:00,0.2715967446881215,0.8232859491090598,0.9803377128221363,-0.005595907142637353,0.0031360526674236934,0.0007826770636808478,8.440119644406805,0.6556828206246363,0.7364232519327363,0.7755161388490437,0.0008639337893707299,0.009206316060838993,0.004845782032427803,0.07525770589776402,0.0648754287272914,0.12841394604171436
2014-01-16 16:00:00,-0.05884718742568804,0.8225598690872844,0.9059936630189668,-0.00625254962392032,-3.823873298997461e-05,-0.0006945986101930535,-5.055676143081514,0.6557636888612017,0.7370531664141502,0.7763961944395695,0.0004667254180964475,0.009017523632054592,0.004725995954925078,0.005134422752767431,0.050347475272784104,0.07126737757092044
2014-01-17 16:00:00,-0.2112156405191282,0.8199620369846382,0.940976808517816,-0.004855509827594822,-0.0036361026776777676,0.0003930800398923573,2.5742008968935295,0.657147955506832,0.7376351142486411,0.7771569411245021,0.0005143137392112252,0.008834086668962049,0.004824997686841121,0.11236842178181553,0.04657066745908965,0.061583285003953006
2014-01-21 16:00:00,0.14502401082865904,0.8217496384115298,0.9815495761073498,-0.001152942668464298,0.0020135968499145423,0.00013652845216982623,2.8745141730922685,0.6575114987185025,0.7379417415810058,0.7778305256923094,0.00012353738910999556,0.0005441956198577791,0.004784269752384718,0.029311585514392863,0.02409657154858546,0.054273307334111495
2014-01-22 16:00:00,0.01851617617793516,0.8219779367358945,0.8755958760318354,-0.0064403265799727605,-0.00012024736793468426,0.0003271115554849269,-7.196355820403071,0.6572498962438693,0.7383220916988206,0.7783149648274266,3.242428747081138e-05,0.0005816754532474433,0.004651627440915562,-0.021304528187644407,0.030095059792972258,0.038738610840377184
2014-01-23 16:00:00,-0.6459325783146803,0.8140902257583217,1.0307974164216558,0.00030506409169161813,-0.006202199646370572,-0.002789639709025016,11.816831991274894,0.6555559675780769,0.7378753810100851,0.7782554671410276,-0.0003865839322955811,0.0001692150675182691,0.004495956566142062,-0.1387216063654429,-0.037616668976408224,-0.00578704693359885
2014-01-24 16:00:00,-1.5609521387619483,0.7954649842316228,1.198486079142198,0.00870814299570213,-0.018459570886866325,-0.0035974852960081183,10.845238844483607,0.6506565570274738,0.7352063266428015,0.7770773463729944,-0.001184696999475676,-0.0003196777867003786,0.0042474604915497816,-0.40866890601400685,-0.22288880568253253,-0.09908534474336823
2014-01-27 16:00:00,-0.354600145205706,0.7912562903000927,1.0497279146350007,0.0032594933379530367,-0.006401556407721391,0.0008835200353958239,-8.274781943437018,0.6445578874051863,0.733027885297162,0.7756033745108984,-0.0010352986828304767,-0.0002468396265926431,0.0041981203912133894,-0.5085937372208799,-0.18361025663666625,-0.12375354941362163
2014-01-28 16:00:00,0.5661507530460744,0.7980333984423535,0.892115622656394,-0.00031565410681106597,0.008371211733082933,0.00015333420102503492,-10.009723458255044,0.6397689797464781,0.7308380329060796,0.7744499454181981,-0.001070054153722455,-0.00044054722675773705,0.004205178760090145,-0.39906682184725206,-0.18302600054863608,-0.09693284597166649
2014-01-29 16:00:00,-0.6953779460231564,0.7897953048889672,1.0286617344436457,-0.0013772242457243996,-0.00417782317286709,-0.004904051128651998,10.203917393627174,0.6349099955726072,0.7274889684840703,0.7727162329243652,-0.0014929364376478516,-0.0010092200459910217,0.003917579246390057,-0.4089558953889473,-0.2797234696197638,-0.14531685879285383
